,result,table,_start,_stop,_time,_measurement,antenna,epc,gate,reader,freq_count,rssi_count,rssi_max,rssi_min,rssi_spread,rssi_stdev,zone
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:09:44Z,read,1,EEA10001,Stellantis1,Stellantis1,2,11,-77,-81,4,1.2060453783110523,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:09:48Z,read,1,EEA10001,Stellantis1,Stellantis1,4,16,-68,-83,15,3.4423828956116997,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:09:52Z,read,1,EEA10001,Stellantis1,Stellantis1,6,23,-61,-82,21,6.556835735448923,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:09:56Z,read,1,EEA10001,Stellantis1,Stellantis1,9,16,-59,-78,19,4.912568913850812,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:10:00Z,read,1,EEA10001,Stellantis1,Stellantis1,8,26,-61,-81,20,5.270527633782176,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:10:04Z,read,1,EEA10001,Stellantis1,Stellantis1,9,20,-64,-76,12,3.798891805167452,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:10:08Z,read,1,EEA10001,Stellantis1,Stellantis1,6,25,-64,-80,16,4.5489925624618595,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:10:12Z,read,1,EEA10001,Stellantis1,Stellantis1,9,25,-63,-78,15,4.188078318274383,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:10:16Z,read,1,EEA10001,Stellantis1,Stellantis1,9,17,-64,-73,9,2.7852024955425554,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:10:20Z,read,1,EEA10001,Stellantis1,Stellantis1,8,24,-66,-80,14,3.8325456027425813,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:10:24Z,read,1,EEA10001,Stellantis1,Stellantis1,9,22,-66,-75,9,2.5209082400949048,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:10:28Z,read,1,EEA10001,Stellantis1,Stellantis1,9,11,-65,-81,16,4.696226725206682,near
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:11:20Z,read,1,EEA10001,Stellantis1,Stellantis1,8,41,-70,-79,9,1.8947938944484206,med
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:11:24Z,read,1,EEA10001,Stellantis1,Stellantis1,9,22,-71,-78,7,2.2180877845372646,med
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:11:28Z,read,1,EEA10001,Stellantis1,Stellantis1,9,6,-71,-76,5,1.6329931618554512,med
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:11:32Z,read,1,EEA10001,Stellantis1,Stellantis1,6,11,-75,-82,7,2.2522715805886446,med
,,0,2025-01-10T01:01:36.8130086Z,2025-01-10T13:01:36.8130086Z,2025-01-10T10:11:36Z,read,1,EEA10001,Stellantis1,Stellantis1,6,9,-73,-79,6,1.9002923751652292,med
