,result,table,_start,_stop,_time,_measurement,epc,gate,reader,freq_count_1,freq_count_2,rssi_count_1,rssi_count_2,rssi_max_1,rssi_max_2,rssi_min_1,rssi_min_2,rssi_spread_1,rssi_spread_2,rssi_stdev_1,rssi_stdev_2,zone_1,zone_2
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:58Z,read,EEA14444,Stellantis1,Stellantis1,,,1,,-80,,-80,,0,,,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:02Z,read,EEA14444,Stellantis1,Stellantis1,,,,4,,-77,,-80,,3,,1.2909944487358056,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:28Z,read,EEA14444,Stellantis1,Stellantis1,,,,4,,-76,,-79,,3,,1.258305739211793,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:50Z,read,EEA14444,Stellantis1,Stellantis1,,,,1,,-77,,-77,,0,,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:26Z,read,EEA14444,Stellantis1,Stellantis1,,,,1,,-79,,-79,,0,,,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:30Z,read,EEA14444,Stellantis1,Stellantis1,,,,3,,-75,,-77,,2,,1.1547005383792495,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:44Z,read,EEA14444,Stellantis1,Stellantis1,,,,1,,-77,,-77,,0,,,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:52Z,read,EEA14444,Stellantis1,Stellantis1,,,,3,,-76,,-80,,4,,2.081665999466131,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:10Z,read,EEA14444,Stellantis1,Stellantis1,,,,,,,,,,,,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:12Z,read,EEA14444,Stellantis1,Stellantis1,,,,,,,,,,,,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:16Z,read,EEA14444,Stellantis1,Stellantis1,,,,,,,,,,,,,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:18Z,read,EEA14444,Stellantis1,Stellantis1,,,,,,,,,,,,,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:20Z,read,EEA14444,Stellantis1,Stellantis1,,,,,,,,,,,,,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:22Z,read,EEA14444,Stellantis1,Stellantis1,,,,,,,,,,,,,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:24Z,read,EEA14444,Stellantis1,Stellantis1,,,,,,,,,,,,,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:04Z,read,EEA15555,Stellantis1,Stellantis1,8,,10,4,-57,-65,-67,-66,10,1,3.414023367751831,0.4999999999999988,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:06Z,read,EEA15555,Stellantis1,Stellantis1,5,4,8,2,-57,-63,-65,-66,8,3,3.2071349029490914,2.1213203435596424,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:08Z,read,EEA15555,Stellantis1,Stellantis1,8,2,14,,-57,,-66,,9,,3.319108843723496,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:10Z,read,EEA15555,Stellantis1,Stellantis1,9,,12,1,-56,-64,-65,-64,9,0,2.6285149626910833,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:12Z,read,EEA15555,Stellantis1,Stellantis1,7,1,14,,-60,,-64,,4,,1.2924123453177263,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:14Z,read,EEA15555,Stellantis1,Stellantis1,8,,16,,-61,,-63,,2,,0.7719024117939599,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:16Z,read,EEA15555,Stellantis1,Stellantis1,9,,14,,-60,,-63,,3,,1.0994504121565503,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:18Z,read,EEA15555,Stellantis1,Stellantis1,9,,11,,-60,,-64,,4,,1.439696937805756,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:20Z,read,EEA15555,Stellantis1,Stellantis1,7,,14,,-60,,-63,,3,,0.9492622930986465,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:22Z,read,EEA15555,Stellantis1,Stellantis1,8,,15,,-61,,-66,,5,,1.7237832147426642,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:24Z,read,EEA15555,Stellantis1,Stellantis1,9,,9,,-60,,-66,,6,,2.14734978778752,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:26Z,read,EEA15555,Stellantis1,Stellantis1,5,,13,,-59,,-65,,6,,1.843213470392373,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:28Z,read,EEA15555,Stellantis1,Stellantis1,9,,13,,-59,,-64,,5,,2.1543039806456394,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:30Z,read,EEA15555,Stellantis1,Stellantis1,9,,17,,-58,,-64,,6,,1.8962036376122988,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:32Z,read,EEA15555,Stellantis1,Stellantis1,8,,17,,-58,,-66,,8,,1.9000773978043777,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:34Z,read,EEA15555,Stellantis1,Stellantis1,9,,14,,-58,,-64,,6,,2.023216892329291,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:36Z,read,EEA15555,Stellantis1,Stellantis1,9,,16,,-58,,-64,,6,,1.8246004128758364,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:38Z,read,EEA15555,Stellantis1,Stellantis1,9,,16,5,-59,-63,-64,-66,5,3,1.7126976771553495,1.3038404810405302,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:40Z,read,EEA15555,Stellantis1,Stellantis1,8,5,11,,-57,,-64,,7,,2.4679767200905864,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:42Z,read,EEA15555,Stellantis1,Stellantis1,6,,15,,-57,,-62,,5,,1.473576795226014,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:44Z,read,EEA15555,Stellantis1,Stellantis1,8,,9,,-58,,-60,,2,,0.6009252125773314,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:46Z,read,EEA15555,Stellantis1,Stellantis1,5,,14,,-58,,-61,,3,,1.2157392722216303,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:48Z,read,EEA15555,Stellantis1,Stellantis1,8,,10,,-57,,-61,,4,,1.3165611772087662,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:50Z,read,EEA15555,Stellantis1,Stellantis1,8,,11,,-58,,-64,,6,,2.022599587389728,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:52Z,read,EEA15555,Stellantis1,Stellantis1,7,,13,,-58,,-63,,5,,1.5063966175050882,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:54Z,read,EEA15555,Stellantis1,Stellantis1,8,,12,,-57,,-61,,4,,1.378954368902449,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:56Z,read,EEA15555,Stellantis1,Stellantis1,6,,5,,-58,,-60,,2,,0.8366600265340751,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:58Z,read,EEA15555,Stellantis1,Stellantis1,4,,11,,-57,,-65,,8,,2.638870281699419,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:00Z,read,EEA15555,Stellantis1,Stellantis1,7,,9,,-60,,-65,,5,,1.878237944930774,,near,near
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:02Z,read,EEA15555,Stellantis1,Stellantis1,5,,12,,-58,,-62,,4,,1.4847711791873701,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:04Z,read,EEA15555,Stellantis1,Stellantis1,8,,16,3,-57,-60,-65,-62,8,2,2.247220505424421,1.154700538379251,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:06Z,read,EEA15555,Stellantis1,Stellantis1,9,3,8,2,-59,-61,-65,-64,6,3,2.356601669474803,2.1213203435596424,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:08Z,read,EEA15555,Stellantis1,Stellantis1,6,2,1,11,-66,-59,-66,-64,0,5,,1.8586407545691706,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:10Z,read,EEA15555,Stellantis1,Stellantis1,1,7,3,11,-58,-59,-65,-64,7,5,3.605551275463989,1.3003496033409974,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:12Z,read,EEA15555,Stellantis1,Stellantis1,3,7,10,2,-59,-61,-63,-63,4,2,1.7126976771553508,1.4142135623730951,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:14Z,read,EEA15555,Stellantis1,Stellantis1,6,2,7,1,-59,-66,-63,-66,4,0,1.3801311186847083,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:16Z,read,EEA15555,Stellantis1,Stellantis1,6,1,,8,,-59,,-64,,5,,1.6420805617960912,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:20Z,read,EEA15555,Stellantis1,Stellantis1,2,,14,4,-59,-64,-64,-66,5,2,1.6854255666327542,0.95742710775634,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:22Z,read,EEA15555,Stellantis1,Stellantis1,9,3,6,2,-59,-63,-63,-64,4,1,1.632993161855451,0.7071067811865476,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:24Z,read,EEA15555,Stellantis1,Stellantis1,4,2,,6,,-59,,-66,,7,,2.5033311140691463,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:28Z,read,EEA15555,Stellantis1,Stellantis1,1,6,13,2,-58,-64,-62,-66,4,2,1.2351684199496944,1.4142135623730951,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:30Z,read,EEA15555,Stellantis1,Stellantis1,8,2,12,2,-58,-62,-63,-66,5,4,1.7645499039801547,2.8284271247461903,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:32Z,read,EEA15555,Stellantis1,Stellantis1,8,2,4,5,-64,-60,-66,-63,2,3,0.95742710775634,1.0954451150103326,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:34Z,read,EEA15555,Stellantis1,Stellantis1,4,4,6,4,-58,-61,-65,-64,7,3,3.4880749227427255,1.5,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:36Z,read,EEA15555,Stellantis1,Stellantis1,4,4,11,,-58,,-63,,5,,1.634847782739198,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:38Z,read,EEA15555,Stellantis1,Stellantis1,7,,5,1,-59,-66,-62,-66,3,0,1.3416407864998738,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:40Z,read,EEA15555,Stellantis1,Stellantis1,4,1,5,5,-64,-60,-65,-62,1,2,0.44721359549995715,1.0000000000000009,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:42Z,read,EEA15555,Stellantis1,Stellantis1,3,5,9,4,-59,-62,-65,-64,6,2,2.068278940998477,1.1547005383792515,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:44Z,read,EEA15555,Stellantis1,Stellantis1,6,3,15,1,-57,-63,-64,-63,7,0,1.9148542155126762,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:46Z,read,EEA15555,Stellantis1,Stellantis1,8,1,4,4,-59,-59,-76,-60,17,1,8.020806277010644,0.5773502691896247,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:48Z,read,EEA15555,Stellantis1,Stellantis1,3,4,8,8,-64,-60,-65,-65,1,5,0.5175491695067641,1.7728105208558371,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:50Z,read,EEA15555,Stellantis1,Stellantis1,7,7,8,5,-58,-63,-64,-64,6,1,1.9955307206712856,0.44721359549995865,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:52Z,read,EEA15555,Stellantis1,Stellantis1,7,4,9,3,-57,-63,-64,-67,7,4,2.351122663277647,2.0816659994661335,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:54Z,read,EEA15555,Stellantis1,Stellantis1,7,3,3,3,-64,-60,-65,-64,1,4,0.5773502691896247,2,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:56Z,read,EEA15555,Stellantis1,Stellantis1,3,3,6,3,-59,-60,-63,-65,4,5,1.6329931618554527,2.5166114784235836,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:58Z,read,EEA15555,Stellantis1,Stellantis1,5,2,15,2,-58,-64,-63,-65,5,1,1.4573295865416047,0.7071067811865476,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:00Z,read,EEA15555,Stellantis1,Stellantis1,9,2,6,4,-58,-61,-65,-65,7,4,2.483277404291891,1.6329931618554514,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:02Z,read,EEA15555,Stellantis1,Stellantis1,4,4,1,11,-65,-60,-65,-65,0,5,,1.6403990645294495,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:04Z,read,EEA15555,Stellantis1,Stellantis1,1,7,,5,,-62,,-65,,3,,1.0954451150103328,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:08Z,read,EEA15555,Stellantis1,Stellantis1,4,6,9,3,-60,-60,-66,-64,6,4,1.8027756377319955,2.309401076758502,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:10Z,read,EEA15555,Stellantis1,Stellantis1,5,3,15,8,-59,-58,-65,-61,6,3,1.9223002094465076,1.0690449676496974,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:12Z,read,EEA15555,Stellantis1,Stellantis1,6,6,12,5,-59,-59,-65,-64,6,5,1.8257418583505525,2.073644135332772,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:14Z,read,EEA15555,Stellantis1,Stellantis1,6,3,9,12,-61,-59,-65,-65,4,6,1.691481927515372,1.621353717973927,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:16Z,read,EEA15555,Stellantis1,Stellantis1,8,6,12,12,-59,-59,-66,-64,7,5,2.0652243256245835,1.6025547785276542,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:18Z,read,EEA15555,Stellantis1,Stellantis1,7,8,7,10,-60,-59,-64,-63,4,4,1.5118578920369097,1.3703203194062976,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:20Z,read,EEA15555,Stellantis1,Stellantis1,4,6,,11,,-60,,-64,,4,,1.2060453783110543,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:24Z,read,EEA15555,Stellantis1,Stellantis1,5,8,16,13,-59,-58,-66,-63,7,5,2.0289570391377594,1.7021856236720763,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:26Z,read,EEA15555,Stellantis1,Stellantis1,6,7,6,9,-62,-59,-69,-63,7,4,2.6394443859772188,1.092906420717,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:28Z,read,EEA15555,Stellantis1,Stellantis1,4,6,8,12,-59,-59,-64,-63,5,4,1.959409532049313,1.4433756729740654,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:30Z,read,EEA15555,Stellantis1,Stellantis1,5,8,9,15,-59,-58,-64,-64,5,6,1.6158932858054431,1.7265434778633242,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:32Z,read,EEA15555,Stellantis1,Stellantis1,4,8,7,6,-61,-59,-64,-62,3,3,1.133893419027682,1.1690451944500129,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:34Z,read,EEA15555,Stellantis1,Stellantis1,4,5,10,4,-60,-59,-66,-62,6,3,2.3664319132398464,1.5,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:36Z,read,EEA15555,Stellantis1,Stellantis1,5,3,11,9,-61,-57,-65,-63,4,6,1.1677484162422862,2.0615528128088307,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:38Z,read,EEA15555,Stellantis1,Stellantis1,5,6,9,8,-59,-58,-64,-63,5,5,1.7873008824606014,1.6690459207925603,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:40Z,read,EEA15555,Stellantis1,Stellantis1,4,6,8,7,-61,-59,-64,-61,3,2,1.0350983390135315,0.8997354108424369,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:42Z,read,EEA15555,Stellantis1,Stellantis1,4,7,16,8,-60,-60,-65,-64,5,4,1.6918924315688628,1.388730149658828,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:44Z,read,EEA15555,Stellantis1,Stellantis1,8,6,10,10,-62,-59,-66,-66,4,7,1.197218999737858,2.183269719175043,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:46Z,read,EEA15555,Stellantis1,Stellantis1,6,7,12,7,-61,-59,-66,-64,5,5,1.621353717973928,1.7994708216848745,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:48Z,read,EEA15555,Stellantis1,Stellantis1,6,5,13,11,-61,-57,-66,-64,5,7,1.4142135623730945,2.0714509627092528,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:50Z,read,EEA15555,Stellantis1,Stellantis1,7,8,5,4,-61,-60,-63,-64,2,4,0.8366600265340753,1.8929694486000905,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:52Z,read,EEA15555,Stellantis1,Stellantis1,3,4,11,9,-61,-59,-66,-65,5,6,2.182575626097837,2.488864087178013,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:54Z,read,EEA15555,Stellantis1,Stellantis1,7,6,15,8,-59,-61,-66,-66,7,5,2.4553149347021495,2.16712449375401,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:56Z,read,EEA15555,Stellantis1,Stellantis1,9,5,9,8,-60,-58,-64,-67,4,9,1.658312395177701,2.659215781283754,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:58Z,read,EEA15555,Stellantis1,Stellantis1,6,5,6,6,-60,-59,-66,-61,6,2,2.3166067138525395,0.7527726527090804,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:18Z,read,EEA15555,Stellantis1,Stellantis1,,4,3,,-59,,-63,,4,,2.3094010767585034,,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:37:26Z,read,EEA15555,Stellantis1,Stellantis1,,6,1,8,-59,-61,-59,-64,0,3,,1.4142135623730954,med,med
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:06Z,read,EEA15555,Stellantis1,Stellantis1,,5,9,11,-61,-58,-64,-63,3,5,1.2247448713915894,1.572490786213793,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:38:22Z,read,EEA15555,Stellantis1,Stellantis1,,6,9,12,-60,-59,-64,-65,4,6,1.1180339887498945,1.831955405041456,far,far
,,0,2025-01-14T08:36:00Z,2025-01-14T08:39:00Z,2025-01-14T08:36:02Z,read,EEA15555,Stellantis1,Stellantis1,,,17,,-58,,-66,,8,,2.8837781590455664,,near,near

